Name	Group
R_30_A_2.bin.04	R-30
R_30_A_2.bin.05	R-30
R_30_A_2.bin.06	R-30
R_30_A_2.bin.07	R-30
R_30_A_2.bin.08	R-30
R_30_A_2.bin.09	R-30
R_30_A_2.bin.10	R-30
R_30_A_2.bin.11	R-30
R_30_A_2.bin.12	R-30
R_30_A_2.bin.13	R-30
R_30_A_2.bin.14	R-30
R_30_A_2.bin.15	R-30
R_30_A_2.bin.16	R-30
R_30_A_2.bin.17	R-30
R_30_A_3.bin.01	R-30
R_30_A_3.bin.02	R-30
R_30_A_3.bin.03	R-30
R_30_A_3.bin.04	R-30
R_30_A_3.bin.05	R-30
R_30_A_3.bin.06	R-30
R_30_A_3.bin.07	R-30
R_30_A_3.bin.08	R-30
R_30_A_3.bin.09	R-30
R_30_A_3.bin.10	R-30
R_30_A_3.bin.11	R-30
R_30_A_3.bin.12	R-30
R_30_M_1.bin.01	R-30
R_30_M_1.bin.02	R-30
R_30_M_1.bin.03	R-30
R_30_M_1.bin.04	R-30
R_30_M_1.bin.05	R-30
R_30_M_1.bin.06	R-30
R_30_M_1.bin.07	R-30
R_30_M_1.bin.08	R-30
R_30_M_1.bin.09	R-30
R_30_M_1.bin.10	R-30
R_30_M_1.bin.11	R-30
R_30_M_1.bin.14	R-30
R_30_M_1.bin.16	R-30
R_30_M_2.bin.01	R-30
R_30_M_2.bin.02	R-30
R_30_M_2.bin.03	R-30
R_30_M_2.bin.06	R-30
R_30_M_2.bin.07	R-30
R_30_M_2.bin.08	R-30
R_30_M_2.bin.09	R-30
R_30_M_2.bin.10	R-30
R_30_M_2.bin.11	R-30
R_30_M_2.bin.12	R-30
R_30_M_2.bin.13	R-30
R_30_M_2.bin.14	R-30
R_30_M_2.bin.15	R-30
R_30_M_2.bin.16	R-30
R_30_M_2.bin.17	R-30
R_30_M_2.bin.18	R-30
R_30_M_2.bin.19	R-30
R_30_M_2.bin.20	R-30
R_30_M_2.bin.21	R-30
R_30_M_2.bin.22	R-30
R_30_M_2.bin.23	R-30
R_30_M_2.bin.24	R-30
R_30_M_2.bin.25	R-30
R_30_M_3.bin.01	R-30
R_30_M_3.bin.02	R-30
R_30_M_3.bin.03	R-30
R_30_M_3.bin.04	R-30
R_30_M_3.bin.05	R-30
R_30_M_3.bin.06	R-30
R_30_M_3.bin.07	R-30
R_30_N_1.bin.01	R-30
R_30_N_1.bin.02	R-30
R_30_N_1.bin.04	R-30
R_30_N_1.bin.05	R-30
R_30_N_1.bin.06	R-30
R_30_N_1.bin.07	R-30
R_30_N_1.bin.08	R-30
R_30_N_1.bin.09	R-30
R_30_N_1.bin.10	R-30
R_30_N_1.bin.11	R-30
R_30_N_1.bin.12	R-30
R_30_N_1.bin.13	R-30
R_30_N_1.bin.14	R-30
R_30_N_1.bin.15	R-30
R_30_N_1.bin.16	R-30
R_30_N_1.bin.17	R-30
R_30_N_1.bin.18	R-30
R_30_N_1.bin.19	R-30
R_30_N_1.bin.20	R-30
R_30_N_1.bin.21	R-30
R_30_N_1.bin.22	R-30
R_30_N_1.bin.23	R-30
R_30_N_1.bin.24	R-30
R_30_N_1.bin.25	R-30
R_30_N_2.bin.01	R-30
R_30_N_2.bin.03	R-30
R_30_N_2.bin.04	R-30
R_30_N_2.bin.05	R-30
R_30_N_2.bin.06	R-30
R_30_N_2.bin.07	R-30
R_30_N_2.bin.08	R-30
R_30_N_2.bin.09	R-30
R_30_N_2.bin.11	R-30
R_30_N_2.bin.12	R-30
R_30_N_2.bin.13	R-30
R_30_N_2.bin.14	R-30
R_30_N_2.bin.15	R-30
R_30_N_3.bin.01	R-30
R_30_N_3.bin.02	R-30
R_30_N_3.bin.03	R-30
R_30_N_3.bin.04	R-30
R_30_N_3.bin.05	R-30
R_30_N_3.bin.06	R-30
R_30_R_1.bin.01	R-30
R_30_R_1.bin.02	R-30
R_30_R_1.bin.04	R-30
R_30_R_1.bin.05	R-30
R_30_R_1.bin.06	R-30
R_30_R_1.bin.07	R-30
R_30_R_1.bin.08	R-30
R_30_R_1.bin.09	R-30
R_30_R_1.bin.10	R-30
R_30_R_1.bin.11	R-30
R_30_R_2.bin.01	R-30
R_30_R_2.bin.02	R-30
R_30_R_2.bin.03	R-30
R_30_R_2.bin.04	R-30
R_30_R_2.bin.05	R-30
R_30_R_2.bin.06	R-30
R_30_R_2.bin.08	R-30
R_30_R_2.bin.09	R-30
R_30_R_2.bin.11	R-30
R_30_R_2.bin.12	R-30
R_30_R_2.bin.13	R-30
R_30_R_2.bin.14	R-30
R_30_R_2.bin.15	R-30
R_30_R_2.bin.16	R-30
R_30_R_2.bin.17	R-30
R_30_R_3.bin.01	R-30
R_30_R_3.bin.02	R-30
R_30_R_3.bin.03	R-30
R_30_R_3.bin.04	R-30
R_30_R_3.bin.05	R-30
R_30_R_3.bin.07	R-30
R_30_R_3.bin.09	R-30
R_30_R_3.bin.10	R-30
R_30_R_3.bin.11	R-30
R_30_T_1.bin.01	R-30
R_30_T_1.bin.02	R-30
R_30_T_1.bin.04	R-30
R_30_T_1.bin.05	R-30
R_30_T_1.bin.06	R-30
R_30_T_1.bin.07	R-30
R_30_T_1.bin.08	R-30
R_30_T_1.bin.09	R-30
R_30_T_1.bin.10	R-30
R_30_T_1.bin.11	R-30
R_30_T_1.bin.12	R-30
R_30_T_2.bin.01	R-30
R_30_T_2.bin.02	R-30
R_30_T_2.bin.03	R-30
R_30_T_2.bin.04	R-30
R_30_T_2.bin.05	R-30
R_30_T_2.bin.06	R-30
R_30_T_2.bin.07	R-30
R_30_T_2.bin.08	R-30
R_30_T_2.bin.09	R-30
R_30_T_2.bin.10	R-30
R_30_T_2.bin.11	R-30
R_30_T_2.bin.13	R-30
R_30_T_2.bin.14	R-30
R_30_T_2.bin.15	R-30
R_30_T_2.bin.16	R-30
R_30_T_3.bin.01	R-30
R_30_T_3.bin.02	R-30
R_30_T_3.bin.03	R-30
R_30_T_3.bin.04	R-30
R_30_T_3.bin.05	R-30
R_30_T_3.bin.06	R-30
R_30_T_3.bin.07	R-30
R_30_T_3.bin.08	R-30
R_30_T_3.bin.09	R-30
R_30_T_3.bin.10	R-30
R_30_T_3.bin.11	R-30
R_30_T_3.bin.12	R-30
R_30_T_3.bin.13	R-30
R_30_T_3.bin.14	R-30
R_30_T_3.bin.15	R-30
R_45_A_1.bin.01	R-45
R_45_A_1.bin.02	R-45
R_45_A_1.bin.03	R-45
R_45_A_1.bin.04	R-45
R_45_A_1.bin.05	R-45
R_45_A_1.bin.06	R-45
R_45_A_1.bin.08	R-45
R_45_A_1.bin.09	R-45
R_45_A_1.bin.10	R-45
R_45_A_1.bin.11	R-45
R_45_A_1.bin.12	R-45
R_45_A_1.bin.13	R-45
R_45_A_1.bin.14	R-45
R_45_A_1.bin.15	R-45
R_45_A_1.bin.16	R-45
R_45_A_1.bin.17	R-45
R_45_A_1.bin.18	R-45
R_45_A_1.bin.19	R-45
R_45_A_1.bin.20	R-45
R_45_A_1.bin.21	R-45
R_45_A_1.bin.22	R-45
R_45_A_1.bin.24	R-45
R_45_A_1.bin.25	R-45
R_45_A_1.bin.26	R-45
R_45_A_1.bin.27	R-45
R_45_A_2.bin.01	R-45
R_45_A_2.bin.02	R-45
R_45_A_2.bin.03	R-45
R_45_A_2.bin.04	R-45
R_45_A_2.bin.05	R-45
R_45_A_2.bin.06	R-45
R_45_A_2.bin.07	R-45
R_45_A_2.bin.08	R-45
R_45_A_2.bin.09	R-45
R_45_A_2.bin.10	R-45
R_45_A_2.bin.11	R-45
R_45_A_2.bin.12	R-45
R_45_A_3.bin.01	R-45
R_45_A_3.bin.02	R-45
R_45_A_3.bin.03	R-45
R_45_A_3.bin.04	R-45
R_45_A_3.bin.05	R-45
R_45_A_3.bin.06	R-45
R_45_A_3.bin.07	R-45
R_45_A_3.bin.08	R-45
R_45_A_3.bin.09	R-45
R_45_A_3.bin.10	R-45
R_45_A_3.bin.11	R-45
R_45_A_3.bin.12	R-45
R_45_M_1.bin.01	R-45
R_45_M_1.bin.02	R-45
R_45_M_1.bin.03	R-45
R_45_M_1.bin.04	R-45
R_45_M_1.bin.05	R-45
R_45_M_1.bin.06	R-45
R_45_M_1.bin.07	R-45
R_45_M_1.bin.08	R-45
R_45_M_1.bin.09	R-45
R_45_M_1.bin.10	R-45
R_45_M_1.bin.11	R-45
R_45_M_2.bin.01	R-45
R_45_M_2.bin.02	R-45
R_45_M_2.bin.03	R-45
R_45_M_2.bin.04	R-45
R_45_M_2.bin.05	R-45
R_45_M_2.bin.06	R-45
R_45_M_2.bin.07	R-45
R_45_M_2.bin.08	R-45
R_45_M_2.bin.09	R-45
R_45_M_2.bin.10	R-45
R_45_M_2.bin.11	R-45
R_45_M_2.bin.12	R-45
R_45_M_2.bin.13	R-45
R_45_M_2.bin.14	R-45
R_45_M_3.bin.01	R-45
R_45_M_3.bin.02	R-45
R_45_M_3.bin.03	R-45
R_45_M_3.bin.04	R-45
R_45_M_3.bin.05	R-45
R_45_M_3.bin.06	R-45
R_45_M_3.bin.07	R-45
R_45_M_3.bin.08	R-45
R_45_M_3.bin.09	R-45
R_45_M_3.bin.10	R-45
R_45_M_3.bin.11	R-45
R_45_N_1.bin.02	R-45
R_45_N_1.bin.03	R-45
R_45_N_1.bin.04	R-45
R_45_N_1.bin.05	R-45
R_45_N_1.bin.06	R-45
R_45_N_1.bin.07	R-45
R_45_N_1.bin.09	R-45
R_45_N_1.bin.10	R-45
R_45_N_1.bin.11	R-45
R_45_N_1.bin.12	R-45
R_45_N_1.bin.13	R-45
R_45_N_2.bin.01	R-45
R_45_N_2.bin.02	R-45
R_45_N_2.bin.03	R-45
R_45_N_2.bin.04	R-45
R_45_N_2.bin.05	R-45
R_45_N_2.bin.06	R-45
R_45_N_2.bin.07	R-45
R_45_N_2.bin.08	R-45
R_45_N_2.bin.09	R-45
R_45_N_2.bin.10	R-45
R_45_N_2.bin.11	R-45
R_45_N_3.bin.01	R-45
R_45_N_3.bin.02	R-45
R_45_N_3.bin.03	R-45
R_45_N_3.bin.04	R-45
R_45_N_3.bin.05	R-45
R_45_N_3.bin.06	R-45
R_45_N_3.bin.07	R-45
R_45_N_3.bin.08	R-45
R_45_N_3.bin.09	R-45
R_45_N_3.bin.10	R-45
R_45_N_3.bin.11	R-45
R_45_N_3.bin.12	R-45
R_45_N_3.bin.13	R-45
R_45_N_3.bin.14	R-45
R_45_N_3.bin.15	R-45
R_45_R_1.bin.02	R-45
R_45_R_1.bin.03	R-45
R_45_R_1.bin.04	R-45
R_45_R_1.bin.05	R-45
R_45_R_1.bin.06	R-45
R_45_R_1.bin.07	R-45
R_45_R_1.bin.08	R-45
R_45_R_1.bin.09	R-45
R_45_R_1.bin.10	R-45
R_45_R_1.bin.11	R-45
R_45_R_1.bin.12	R-45
R_45_R_1.bin.13	R-45
R_45_R_1.bin.14	R-45
R_45_R_1.bin.15	R-45
R_45_R_1.bin.16	R-45
R_45_R_1.bin.17	R-45
R_45_R_2.bin.01	R-45
R_45_R_2.bin.02	R-45
R_45_R_2.bin.03	R-45
R_45_R_2.bin.05	R-45
R_45_R_2.bin.06	R-45
R_45_R_2.bin.07	R-45
R_45_R_2.bin.08	R-45
R_45_R_2.bin.09	R-45
R_45_R_2.bin.10	R-45
R_45_R_2.bin.11	R-45
R_45_R_2.bin.12	R-45
R_45_R_2.bin.13	R-45
R_45_R_2.bin.14	R-45
R_45_R_3.bin.01	R-45
R_45_R_3.bin.02	R-45
R_45_R_3.bin.03	R-45
R_45_R_3.bin.04	R-45
R_45_R_3.bin.05	R-45
R_45_R_3.bin.06	R-45
R_45_R_3.bin.07	R-45
R_45_R_3.bin.08	R-45
R_45_R_3.bin.09	R-45
R_45_T_1.bin.01	R-45
R_45_T_1.bin.02	R-45
R_45_T_1.bin.03	R-45
R_45_T_1.bin.04	R-45
R_45_T_1.bin.05	R-45
R_45_T_1.bin.06	R-45
R_45_T_1.bin.07	R-45
R_45_T_1.bin.08	R-45
R_45_T_1.bin.09	R-45
R_45_T_1.bin.10	R-45
R_45_T_1.bin.11	R-45
R_45_T_1.bin.12	R-45
R_45_T_1.bin.13	R-45
R_45_T_2.bin.01	R-45
R_45_T_2.bin.02	R-45
R_45_T_2.bin.03	R-45
R_45_T_2.bin.04	R-45
R_45_T_2.bin.05	R-45
R_45_T_2.bin.06	R-45
R_45_T_2.bin.07	R-45
R_45_T_2.bin.08	R-45
R_45_T_2.bin.09	R-45
R_45_T_2.bin.10	R-45
R_45_T_2.bin.11	R-45
R_45_T_2.bin.12	R-45
R_45_T_2.bin.13	R-45
R_45_T_2.bin.14	R-45
R_45_T_2.bin.15	R-45
R_45_T_2.bin.16	R-45
R_45_T_3.bin.01	R-45
R_45_T_3.bin.02	R-45
R_45_T_3.bin.03	R-45
R_45_T_3.bin.04	R-45
R_45_T_3.bin.05	R-45
R_45_T_3.bin.07	R-45
R_45_T_3.bin.08	R-45
R_45_T_3.bin.09	R-45
R_45_T_3.bin.10	R-45
R_45_T_3.bin.11	R-45
R_45_T_3.bin.12	R-45
R_45_T_3.bin.13	R-45
R_45_T_3.bin.14	R-45
R_45_T_3.bin.15	R-45
R_45_T_3.bin.16	R-45
R_45_T_3.bin.17	R-45
R_45_T_3.bin.18	R-45
R_45_T_3.bin.19	R-45
R_45_T_3.bin.20	R-45
R_45_T_3.bin.21	R-45
R_45_T_3.bin.22	R-45
R_45_T_3.bin.23	R-45
R_45_T_3.bin.25	R-45
R_45_T_3.bin.26	R-45
RS.bin.01	ORS
RS.bin.02	ORS
RS.bin.03	ORS
RS.bin.04	ORS
RS.bin.06	ORS
RS.bin.07	ORS
RS.bin.08	ORS
RS.bin.09	ORS
RS.bin.11	ORS
RS.bin.12	ORS
RS.bin.13	ORS
RS.bin.14	ORS
RS.bin.15	ORS
RS.bin.16	ORS
RS.bin.17	ORS
RS.bin.18	ORS
RS.bin.19	ORS
RS.bin.20	ORS
RS.bin.21	ORS
RS.bin.22	ORS
